Record_id,name,link
210,seasons 2.csv,https://www.kaggle.com/cjgdev/formula-1-race-data-19502017
211,status.csv,https://www.kaggle.com/cjgdev/formula-1-race-data-19502017
212,paradise_papers.edges.csv,https://www.kaggle.com/zusmani/paradise-papers
213,paradise_papers.nodes.address.csv,https://www.kaggle.com/zusmani/paradise-papers
214,paradise_papers.nodes.entity.csv,https://www.kaggle.com/zusmani/paradise-papers
215,paradise_papers.nodes.intermediary.csv,https://www.kaggle.com/zusmani/paradise-papers
216,paradise_papers.nodes.officer.csv,https://www.kaggle.com/zusmani/paradise-papers
217,paradise_papers.nodes.other.csv,https://www.kaggle.com/zusmani/paradise-papers
218,Red_Light_Camera_Violations.csv,https://www.kaggle.com/chicagopolice/chicago-red-light-violations
219,evaluation.csv,https://www.kaggle.com/abhinavwalia95/chemdner-iob-annotated-chemical-named-etities
220,training.csv,https://www.kaggle.com/abhinavwalia95/chemdner-iob-annotated-chemical-named-etities
221,validation.csv,https://www.kaggle.com/abhinavwalia95/chemdner-iob-annotated-chemical-named-etities
222,WDICountry-Series.csv,https://www.kaggle.com/theworldbank/world-development-indicators
223,WDICountry.csv,https://www.kaggle.com/theworldbank/world-development-indicators
224,WDIData.csv,https://www.kaggle.com/theworldbank/world-development-indicators
225,WDIFootNote.csv,https://www.kaggle.com/theworldbank/world-development-indicators
226,WDISeries-Time.csv,https://www.kaggle.com/theworldbank/world-development-indicators
227,WDISeries.csv,https://www.kaggle.com/theworldbank/world-development-indicators
228,base_etablissement_par_tranche_effectif.csv,https://www.kaggle.com/etiennelq/french-employment-by-town
229,name_geographic_information.csv,https://www.kaggle.com/etiennelq/french-employment-by-town
230,net_salary_per_town_categories.csv,https://www.kaggle.com/etiennelq/french-employment-by-town
231,population.csv,https://www.kaggle.com/etiennelq/french-employment-by-town
232,measurements.csv,https://www.kaggle.com/anderas/car-consume
233,shared_articles.csv,https://www.kaggle.com/gspmoreira/articles-sharing-reading-from-cit-deskdrop
234,users_interactions.csv,https://www.kaggle.com/gspmoreira/articles-sharing-reading-from-cit-deskdrop
235,911_calls_for_service.csv,https://www.kaggle.com/sohier/baltimore-911-calls
236,candidatos_deputados_2014_final.csv,https://www.kaggle.com/eliezerfb/candidatos-deputado-federal-e-estadual-2014
237,fashion-mnist_test.csv,https://www.kaggle.com/zalando-research/fashionmnist
238,fashion-mnist_train.csv,https://www.kaggle.com/zalando-research/fashionmnist
239,tweets.csv,https://www.kaggle.com/derrickmwiti/24-thousand-tweets-later
240,fd-export.csv,https://www.kaggle.com/flaredown/flaredown-autoimmune-symptom-tracker
241,Family Income and Expenditure.csv,https://www.kaggle.com/grosvenpaul/family-income-and-expenditure/data
242,Skyserver_SQL2_27_2018 6_51_39 PM.csv,https://www.kaggle.com/lucidlenn/sloan-digital-sky-survey
243,greenhouse_gas_inventory_data_data.csv,https://www.kaggle.com/unitednations/international-greenhouse-gas-emissions
244,data.csv,https://www.kaggle.com/census/business-and-industry-reports
245,metadata.csv,https://www.kaggle.com/census/business-and-industry-reports
246,languages-and-dialects-geo.csv,https://www.kaggle.com/rtatman/world-language-family-map
247,languoid.csv,https://www.kaggle.com/rtatman/world-language-family-map
248,AllCompanies2.csv,https://www.kaggle.com/dalreada/all-uk-active-companies-by-sic-and-geolocated
249,SIC.csv,https://www.kaggle.com/dalreada/all-uk-active-companies-by-sic-and-geolocated
250,CGB_-_Consumer_Complaints_Data.csv,https://www.kaggle.com/fcc/robocall-complaints
251,Major_Contract_Awards.csv,https://www.kaggle.com/theworldbank/world-banks-major-contracts
252,kaggle_ACS_Financial_Features.csv,https://www.kaggle.com/goldenoakresearch/us-acs-mortgage-equity-loans-rent-statistics
253,samplesubmission.csv,https://www.kaggle.com/codename007/funding-successful-projects
254,test 2.csv,https://www.kaggle.com/codename007/funding-successful-projects
255,train 3.csv,https://www.kaggle.com/codename007/funding-successful-projects
256,220k_awards_by_directors.csv,https://www.kaggle.com/stephanerappeneau/350-000-movies-from-themoviedborg
257,language to country.csv,https://www.kaggle.com/stephanerappeneau/350-000-movies-from-themoviedborg
258,MostCommonLanguageByDirector.csv,https://www.kaggle.com/stephanerappeneau/350-000-movies-from-themoviedborg
259,spielberg_awards.csv,https://www.kaggle.com/stephanerappeneau/350-000-movies-from-themoviedborg
260,votes.csv,https://www.kaggle.com/sirexo/lithuanian-paliament-votes
261,monster_com-job_sample.csv,https://www.kaggle.com/PromptCloudHQ/us-jobs-on-monstercom
262,simpsons_characters.csv,https://www.kaggle.com/wcukierski/the-simpsons-by-the-data
263,simpsons_episodes.csv,https://www.kaggle.com/wcukierski/the-simpsons-by-the-data
264,simpsons_locations.csv,https://www.kaggle.com/wcukierski/the-simpsons-by-the-data
265,data_subjects_info.csv,https://www.kaggle.com/malekzadeh/motionsense-dataset
266,reed_uk.csv,https://www.kaggle.com/jobspikr/50000-job-board-record-from-reed-uk
267,classifier_data_0.csv,https://www.kaggle.com/crawford/deeptriage/data
268,classifier_data_5.csv,https://www.kaggle.com/crawford/deeptriage/data
269,classifier_data_10.csv,https://www.kaggle.com/crawford/deeptriage/data
270,classifier_data_20.csv,https://www.kaggle.com/crawford/deeptriage/data
271,deep_data.csv,https://www.kaggle.com/crawford/deeptriage/data
272,Features data set.csv,https://www.kaggle.com/manjeetsingh/retaildataset
273,sales data-set.csv,https://www.kaggle.com/manjeetsingh/retaildataset
274,stores data-set.csv,https://www.kaggle.com/manjeetsingh/retaildataset
275,SF_Park_Scores.csv,https://www.kaggle.com/danofer/sf-parks/data
276,metadata 2.csv,https://www.kaggle.com/jboysen/google-project-sunroof
277,project-sunroof-city-09082017.csv,https://www.kaggle.com/jboysen/google-project-sunroof
278,project-sunroof-county-09082017.csv,https://www.kaggle.com/jboysen/google-project-sunroof
279,project-sunroof-postal_code-09082017.csv,https://www.kaggle.com/jboysen/google-project-sunroof
280,project-sunroof-state-09082017.csv,https://www.kaggle.com/jboysen/google-project-sunroof
281,sunroof_solar_potential_by_censustract.csv,https://www.kaggle.com/jboysen/google-project-sunroof
282,Melbourne_housing_FULL.csv,https://www.kaggle.com/anthonypino/melbourne-housing-market/data
283,deliveries.csv,https://www.kaggle.com/manasgarg/ipl/data
284,matches.csv,https://www.kaggle.com/manasgarg/ipl/data
285,fundamentals.csv,https://www.kaggle.com/dgawlik/nyse/data
286,prices-split-adjusted.csv,https://www.kaggle.com/dgawlik/nyse/data
287,prices.csv,https://www.kaggle.com/dgawlik/nyse/data
288,securities.csv,https://www.kaggle.com/dgawlik/nyse/data
289,beers.csv,https://www.kaggle.com/nickhould/craft-cans/data
290,breweries.csv,https://www.kaggle.com/nickhould/craft-cans/data
291,san_francisco_street_trees.csv,https://www.kaggle.com/jboysen/sf-street-trees/data
292,honeyproduction.csv,https://www.kaggle.com/jessicali9530/honey-production/data
293,eo_pr.csv,https://www.kaggle.com/crawford/us-charities-and-nonprofits
294,eo_xx.csv,https://www.kaggle.com/crawford/us-charities-and-nonprofits
295,eo1.csv,https://www.kaggle.com/crawford/us-charities-and-nonprofits
296,eo2.csv,https://www.kaggle.com/crawford/us-charities-and-nonprofits
297,eo3.csv,https://www.kaggle.com/crawford/us-charities-and-nonprofits
298,eo4.csv,https://www.kaggle.com/crawford/us-charities-and-nonprofits
299,insurance.csv,https://www.kaggle.com/mirichoi0218/insurance/data
300,bouts_out_new.csv,https://www.kaggle.com/slonsky/boxing-bouts/data
301,clinvar_conflicting.csv,https://www.kaggle.com/kevinarvai/clinvar-conflicting/data
302,elsect_main.csv,https://www.kaggle.com/noriuk/us-educational-finances/data
303,elsect_summary.csv,https://www.kaggle.com/noriuk/us-educational-finances/data
304,jena_climate_2009_2016.csv,https://www.kaggle.com/pankrzysiu/weather-archive-jena/data
305,estimates_of_main_aggregates_gdp_by_type_of_expenditure_at_constant_2005_prices_national_currency_data.csv,https://www.kaggle.com/unitednations/national-accounts/data
306,estimates_of_main_aggregates_gdp_by_type_of_expenditure_at_constant_2005_prices_us_dollars_data.csv,https://www.kaggle.com/unitednations/national-accounts/data
307,estimates_of_main_aggregates_gdp_by_type_of_expenditure_at_current_prices_national_currency_data.csv,https://www.kaggle.com/unitednations/national-accounts/data
308,estimates_of_main_aggregates_gdp_by_type_of_expenditure_at_current_prices_us_dollars_data.csv,https://www.kaggle.com/unitednations/national-accounts/data
309,estimates_of_main_aggregates_gni_at_current_prices_national_currency_data.csv,https://www.kaggle.com/unitednations/national-accounts/data
310,estimates_of_main_aggregates_gni_at_current_prices_us_dollars_data.csv,https://www.kaggle.com/unitednations/national-accounts/data
311,estimates_of_main_aggregates_gross_value_added_by_kind_of_economic_activity_at_constant_2005_prices_national_currency_data.csv,https://www.kaggle.com/unitednations/national-accounts/data
312,estimates_of_main_aggregates_gross_value_added_by_kind_of_economic_activity_at_constant_2005_prices_us_dollars_data.csv,https://www.kaggle.com/unitednations/national-accounts/data
313,estimates_of_main_aggregates_gross_value_added_by_kind_of_economic_activity_at_current_prices_national_currency_data.csv,https://www.kaggle.com/unitednations/national-accounts/data
314,estimates_of_main_aggregates_gross_value_added_by_kind_of_economic_activity_at_current_prices_us_dollars_data.csv,https://www.kaggle.com/unitednations/national-accounts/data
315,estimates_of_main_aggregates_per_capita_gdp_at_current_prices_us_dollars_data.csv,https://www.kaggle.com/unitednations/national-accounts/data
316,estimates_of_main_aggregates_per_capita_gni_at_current_prices_us_dollars_data.csv,https://www.kaggle.com/unitednations/national-accounts/data
317,official_country_data_table_1_1_gross_domestic_product_by_expenditures_at_current_prices_data.csv,https://www.kaggle.com/unitednations/national-accounts/data
318,official_country_data_table_1_2_gross_domestic_product_by_expenditures_at_constant_prices_data.csv,https://www.kaggle.com/unitednations/national-accounts/data
319,official_country_data_table_1_3_relations_among_product_income_savings_and_net_lending_aggregates_data.csv,https://www.kaggle.com/unitednations/national-accounts/data
320,official_country_data_table_2_1_value_added_by_industries_at_current_prices_isic_rev_3_data.csv,https://www.kaggle.com/unitednations/national-accounts/data
321,official_country_data_table_2_2_value_added_by_industries_at_constant_prices_isic_rev_3_data.csv,https://www.kaggle.com/unitednations/national-accounts/data
322,official_country_data_table_2_3_output_gross_value_added_and_fixed_assets_by_industries_at_current_prices_isic_rev_3_data.csv,https://www.kaggle.com/unitednations/national-accounts/data
323,official_country_data_table_2_4_value_added_by_industries_at_current_prices_isic_rev_4_data.csv,https://www.kaggle.com/unitednations/national-accounts/data
324,official_country_data_table_2_5_value_added_by_industries_at_constant_prices_isic_rev_4_data.csv,https://www.kaggle.com/unitednations/national-accounts/data
325,official_country_data_table_2_6_output_gross_value_added_and_fixed_assets_by_industries_at_current_prices_isic_rev_4_data.csv,https://www.kaggle.com/unitednations/national-accounts/data
326,official_country_data_table_3_1_government_final_consumption_expenditure_by_function_at_current_prices_data.csv,https://www.kaggle.com/unitednations/national-accounts/data
327,official_country_data_table_3_2_individual_consumption_expenditure_of_households_npishs_and_general_government_at_current_prices_data.csv,https://www.kaggle.com/unitednations/national-accounts/data
328,official_country_data_table_4_1_total_economy_s_1_data.csv,https://www.kaggle.com/unitednations/national-accounts/data
329,austin_bikeshare_stations.csv,https://www.kaggle.com/jboysen/austin-bike/data
330,austin_bikeshare_trips.csv,https://www.kaggle.com/jboysen/austin-bike/data
331,PURCHASE ORDER DATA EXTRACT 2012-2015_0.csv,https://www.kaggle.com/sohier/large-purchases-by-the-state-of-ca
332,seattleWeather_1948-2017.csv,https://www.kaggle.com/rtatman/did-it-rain-in-seattle-19482017/data
333,pax_20_02_2018_1_CSV.csv,https://www.kaggle.com/university-of-edinburgh/peace-agreements-dataset/data
334,tripadvisor_co_uk-travel_restaurant_reviews_sample.csv,https://www.kaggle.com/PromptCloudHQ/londonbased-restaurants-reviews-on-tripadvisor
335,group-edges.csv,https://www.kaggle.com/stkbailey/nashville-meetup/data
336,member-edges.csv,https://www.kaggle.com/stkbailey/nashville-meetup/data
337,member-to-group-edges.csv,https://www.kaggle.com/stkbailey/nashville-meetup/data
338,meta-events.csv,https://www.kaggle.com/stkbailey/nashville-meetup/data
339,meta-groups.csv,https://www.kaggle.com/stkbailey/nashville-meetup/data
340,meta-members.csv,https://www.kaggle.com/stkbailey/nashville-meetup/data
341,rsvps.csv,https://www.kaggle.com/stkbailey/nashville-meetup/data
342,upc_corpus.csv,https://www.kaggle.com/rtatman/universal-product-code-database/data
343,austin_waste_and_diversion.csv,https://www.kaggle.com/jboysen/austin-waste/data
344,data 2.csv,https://www.kaggle.com/carrie1/ecommerce-data/data
345,all-data_clean.csv,https://www.kaggle.com/mnavas/taxi-routes-for-mexico-city-and-quito/data
346,bog_clean.csv,https://www.kaggle.com/mnavas/taxi-routes-for-mexico-city-and-quito/data
347,mex_clean.csv,https://www.kaggle.com/mnavas/taxi-routes-for-mexico-city-and-quito/data
348,uio_clean.csv,https://www.kaggle.com/mnavas/taxi-routes-for-mexico-city-and-quito/data
349,PUBG_Player_Statistics.csv,https://www.kaggle.com/lazyjustin/pubgplayerstats/data
350,data 3.csv,https://www.kaggle.com/crawford/agricultural-survey-of-african-farm-households
351,deep_sea_corals.csv,https://www.kaggle.com/noaa/deep-sea-corals/data
352,PPD_PlanLevel_2017_12_11.csv,https://www.kaggle.com/meepbobeep/us-public-pensions-data-fiscal-years-20012016/data
353,PPD_PlanLevel_2017_12_11_UTF-8.csv,https://www.kaggle.com/meepbobeep/us-public-pensions-data-fiscal-years-20012016/data
354,Variable-List1_2017_12_11.csv,https://www.kaggle.com/meepbobeep/us-public-pensions-data-fiscal-years-20012016/data
355,Registrations_Master_SA.csv,https://www.kaggle.com/puppygogo/sa-dog-ownership-sample/data
356,Registrations_Master_Vic.csv,https://www.kaggle.com/puppygogo/sa-dog-ownership-sample/data
357,book_tags.csv,https://www.kaggle.com/zygmunt/goodbooks-10k/data
358,books.csv,https://www.kaggle.com/zygmunt/goodbooks-10k/data
359,ratings.csv,https://www.kaggle.com/zygmunt/goodbooks-10k/data
360,tags.csv,https://www.kaggle.com/zygmunt/goodbooks-10k/data
361,to_read.csv,https://www.kaggle.com/zygmunt/goodbooks-10k/data